2-oxoglutarate 3-dioxygenase	g16511	Q07353	1.904E-207	643	0.992	sp|Q07353|FL3H_PETHY Naringenin,2-oxoglutarate 3-dioxygenase (Fragment) OS=Petunia hybrida OX=4102 GN=AN3 PE=1 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_asterids;-_lamiids;o_Solanales;f_Solanaceae;-_Petunioideae;g_Petunia;s_Petunia x hybrida
flavonoid 3'-monooxygenase	g754	Q9SBQ9	1.271E-248	770	0.994	sp|Q9SBQ9|F3PH_PETHY Flavonoid 3'-monooxygenase OS=Petunia hybrida OX=4102 GN=CYP75B2 PE=2 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_asterids;-_lamiids;o_Solanales;f_Solanaceae;-_Petunioideae;g_Petunia;s_Petunia x hybrida
dihydroflavonol 4-reductase	g65206	Q9XES5	6.629E-189	589	0.927	sp|Q9XES5|DFRA_MALDO Bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase OS=Malus domestica OX=3750 GN=DFR PE=1 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Rosales;f_Rosaceae;-_Amygdaloideae;-_Maleae;g_Malus;s_Malus domestica
dihydroflavonol 4-reductase	g37321	Q9XES5	2.122E-188	587	0.951	sp|Q9XES5|DFRA_MALDO Bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase OS=Malus domestica OX=3750 GN=DFR PE=1 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Rosales;f_Rosaceae;-_Amygdaloideae;-_Maleae;g_Malus;s_Malus domestica
dihydroflavonol 4-reductase	g71140	P51110	1.899E-180	563	0.982	sp|P51110|DFRA_VITVI Dihydroflavonol 4-reductase OS=Vitis vinifera OX=29760 GN=DFR PE=1 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_rosids incertae sedis;o_Vitales;f_Vitaceae;-_Viteae;g_Vitis;s_Vitis vinifera
leucoanthocyanidin reductase	g5270	Q84V83	1.178E-131	424	0.903	sp|Q84V83|LAR_DESUN Leucoanthocyanidin reductase OS=Desmodium uncinatum OX=225101 GN=LAR PE=1 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Fabales;f_Fabaceae;-_Papilionoideae;-_50 kb inversion clade;-_NPAAA clade;-_indigoferoid/millettioid clade;-_Desmodieae;g_Desmodium;s_Desmodium uncinatum
leucoanthocyanidin reductase	g880	Q84V83	1.567E-138	443	0.913	sp|Q84V83|LAR_DESUN Leucoanthocyanidin reductase OS=Desmodium uncinatum OX=225101 GN=LAR PE=1 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Fabales;f_Fabaceae;-_Papilionoideae;-_50 kb inversion clade;-_NPAAA clade;-_indigoferoid/millettioid clade;-_Desmodieae;g_Desmodium;s_Desmodium uncinatum
anthocyanidin 3-o-glucosyltransferase	g66823	Q40287	3.718E-145	469	0.973	sp|Q40287|UFOG5_MANES Anthocyanidin 3-O-glucosyltransferase 5 OS=Manihot esculenta OX=3983 GN=GT5 PE=2 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Malpighiales;f_Euphorbiaceae;-_Crotonoideae;-_Manihoteae;g_Manihot;s_Manihot esculenta
anthocyanidin 3-o-glucosyltransferase	g21565	Q40287	2.660E-164	524	0.981	sp|Q40287|UFOG5_MANES Anthocyanidin 3-O-glucosyltransferase 5 OS=Manihot esculenta OX=3983 GN=GT5 PE=2 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Malpighiales;f_Euphorbiaceae;-_Crotonoideae;-_Manihoteae;g_Manihot;s_Manihot esculenta
anthocyanidin 3-o-glucosyltransferase	g24051	P51094	1.219E-193	608	0.982	sp|P51094|UFOG_VITVI Anthocyanidin 3-O-glucosyltransferase UFGT OS=Vitis vinifera OX=29760 GN=UFGT PE=1 SV=2	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_rosids incertae sedis;o_Vitales;f_Vitaceae;-_Viteae;g_Vitis;s_Vitis vinifera
anthocyanidin 3-o-glucosyltransferase	g27303	P51094	9.941E-149	478	0.945	sp|P51094|UFOG_VITVI Anthocyanidin 3-O-glucosyltransferase UFGT OS=Vitis vinifera OX=29760 GN=UFGT PE=1 SV=2	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_rosids incertae sedis;o_Vitales;f_Vitaceae;-_Viteae;g_Vitis;s_Vitis vinifera
anthocyanidin 3-o-glucosyltransferase	g23153	Q40286	4.359E-43	155	0.926	sp|Q40286|UFOG4_MANES Anthocyanidin 3-O-glucosyltransferase 4 (Fragment) OS=Manihot esculenta OX=3983 GN=GT4 PE=2 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Malpighiales;f_Euphorbiaceae;-_Crotonoideae;-_Manihoteae;g_Manihot;s_Manihot esculenta
anthocyanidin 3-o-glucosyltransferase	g74452	P51094	7.907E-152	487	0.943	sp|P51094|UFOG_VITVI Anthocyanidin 3-O-glucosyltransferase UFGT OS=Vitis vinifera OX=29760 GN=UFGT PE=1 SV=2	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_rosids incertae sedis;o_Vitales;f_Vitaceae;-_Viteae;g_Vitis;s_Vitis vinifera
anthocyanidin 3-o-glucosyltransferase	g24498	P51094	1.008E-99	327	0.921	sp|P51094|UFOG_VITVI Anthocyanidin 3-O-glucosyltransferase UFGT OS=Vitis vinifera OX=29760 GN=UFGT PE=1 SV=2	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_rosids incertae sedis;o_Vitales;f_Vitaceae;-_Viteae;g_Vitis;s_Vitis vinifera
anthocyanidin 3-o-glucosyltransferase	g16447	Q40287	1.139E-176	560	0.973	sp|Q40287|UFOG5_MANES Anthocyanidin 3-O-glucosyltransferase 5 OS=Manihot esculenta OX=3983 GN=GT5 PE=2 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Malpighiales;f_Euphorbiaceae;-_Crotonoideae;-_Manihoteae;g_Manihot;s_Manihot esculenta
anthocyanidin 3-o-glucosyltransferase	g16450	Q40287	2.137E-44	159	0.931	sp|Q40287|UFOG5_MANES Anthocyanidin 3-O-glucosyltransferase 5 OS=Manihot esculenta OX=3983 GN=GT5 PE=2 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Malpighiales;f_Euphorbiaceae;-_Crotonoideae;-_Manihoteae;g_Manihot;s_Manihot esculenta
anthocyanidin 3-o-glucosyltransferase	g27085	Q40286	2.875E-20	88	0.911	sp|Q40286|UFOG4_MANES Anthocyanidin 3-O-glucosyltransferase 4 (Fragment) OS=Manihot esculenta OX=3983 GN=GT4 PE=2 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Malpighiales;f_Euphorbiaceae;-_Crotonoideae;-_Manihoteae;g_Manihot;s_Manihot esculenta
uroporphyrinogen decarboxylase	g54699	Q93ZB6	7.738E-210	653	0.974	sp|Q93ZB6|DCUP1_ARATH Uroporphyrinogen decarboxylase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=HEME1 PE=2 SV=2	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_malvids;o_Brassicales;f_Brassicaceae;-_Camelineae;g_Arabidopsis;s_Arabidopsis thaliana
uroporphyrinogen decarboxylase	g70112	Q42967	2.493E-210	653	0.934	sp|Q42967|DCUP_TOBAC Uroporphyrinogen decarboxylase, chloroplastic OS=Nicotiana tabacum OX=4097 GN=DCUP PE=1 SV=1	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_asterids;-_lamiids;o_Solanales;f_Solanaceae;-_Nicotianoideae;-_Nicotianeae;g_Nicotiana;s_Nicotiana tabacum
